name,latitude,longitude,phone,address,location
CNG GAS,24.1877451,72.3856472,,Chadotar,0101000020E6100000D0F29771AE185240F87B181010303840
CNG PUMP,29.6923819,76.7625073,,Nissing,0101000020E6100000851D6BEBCC305340A4D7B0F03FB13D40
HNG CNG FILLING STATION,29.9168183,78.0841245,,"NH334, Haridwar",0101000020E6100000B612BA4B62855340D3DFA69AB4EA3D40
Go gas,13.323877,77.1347841,,"84FM+MV8, Chandana Complex, Tumakuru",0101000020E610000055617D4DA04853406ADAC534D3A52A40
JP Fuel center CNG,9.6410449,77.9625856,,"JXR7+C2, K.Usailampatti",0101000020E61000006FE6A1009B7D53400289810937482340
GO GAS,10.7527017,78.6508843,,"QM32+39J, Panjappur",0101000020E6100000B67E9F16A8A953408649021E62812540
Sri Sukhmani Petrol CNG Pump,30.566233,76.8324216,,HR8M+F2P,0101000020E6100000FA1E3F65463553407DEA58A5F4903E40
Megha Gas CNG station,13.50652,77.758421,,"FQV3+QJ5, Devasthanadahosahalli",0101000020E610000060E63BF889705340338AE59656032B40
Megha Gas CNG station,13.7380625,77.7879375,,"PQQQ+65F, Paragodu",0101000020E6100000B07268916D725340D9CEF753E3792B40
Cng,28.6368083,78.7960569,,"JQPW+PCF, Mundia Raja",0101000020E610000054D0A398F2B25340445266DE05A33C40
AG&P Pratham CNG Station,14.0902039,78.1651974,,"Sy no .990, Moksha Fuels, M/S, Madanapalli Road, Kadiri, Anantapur",0101000020E610000097981D98928A53407DF1A0342F2E2C40
MeghaGas CNG station,13.7060625,77.4984375,,"PF4X+C9G, Kudumalakunte, Muslim Colony",0101000020E610000066666666E65F53402FDD240681692B40
AG&P Pratham CNG Station,14.155751,77.7641132,,"COCO MSME, Cross to, Industrial Area, Puttaparthi, Mamillakunta",0101000020E6100000481C0D3BE77053407BA35698BE4F2C40
